citric acid,density,pH,alcohol,Quality
0.74,0.996,3.22,10,1
0.49,0.9991,3.55,9.8,1
0.49,0.993,3.16,10.5,0
0.49,0.9942,3.23,10,0
0.74,0.9934,3.02,11.2,1
0.49,0.9939,2.99,11,1
0.49,0.9937,3.01,11.2,1
0.49,0.994,2.99,11,1
0.49,0.9926,3.14,10.5,1
0.49,0.9951,3.02,10.6,1
0.49,0.9952,3.02,10.6,1
0.49,0.9935,3.04,12,1
0.49,0.9938,3.05,10.1,0
0.49,0.9939,3.05,10.1,1
0.24,0.9933,3.13,9.2,0
0.49,0.9927,3.25,11,0
0.49,0.998,3.34,10,1
0.49,0.9997,3.28,8.7,1
0.74,0.9981,3.04,8.7,0
0.49,0.992,3.15,11.1,1
0.49,0.9954,3.04,11,1
0.49,0.992,3.15,11.1,1
0.49,0.9997,3.28,8.7,1
0.74,0.9981,3.04,8.7,0
0.49,0.9943,3.1,11.2,1
0.49,0.9941,3.14,11.1,1
0.49,0.9936,3.24,10.8,1
0.74,0.9996,3.38,9,1
0.49,0.9932,3.03,10.3,1
0.49,0.9926,2.91,9.9,0
0.49,0.9936,3.13,10,1
0.49,0.992,3.21,9.8,1
0.49,0.9936,3.24,10.8,1
0.74,0.9996,3.38,9,1
0.24,0.993,3.16,9.1,0
0.49,0.9924,3.23,10.6,1
0.49,0.9928,3.2,10.6,1
0.49,0.9926,2.91,9.9,0
0.49,0.9952,3.18,10.6,1
0.49,0.9945,3.13,9.9,1
0.49,0.9945,3.12,9.9,1
0.24,0.9903,3.34,12.8,1
0.49,0.9932,3.03,10.3,1
0.49,0.9953,3.18,10.6,1
0.99,0.9936,3.09,8.7,1
0.49,0.9912,3.32,12.6,1
0.49,0.9962,3.43,11,1
0.49,0.9965,3.29,11.2,1
0.49,0.9932,3.45,10.7,1
0.49,0.9967,3.08,9.6,1
0.49,0.9953,3.18,10.6,1
0.49,0.9963,3.27,9,0
0.49,0.992,2.96,10.5,0
0.74,0.991,3.29,12.8,1
0.49,0.9958,3.15,10.1,0
0.49,0.99,3.3,12.2,1
0.74,0.991,3.29,12.8,1
0.49,0.9958,3.15,10.1,0
0.49,0.9938,3.14,10.1,1
0.49,0.9996,3.06,9.2,0
0.49,0.9946,3.33,9.9,0
0.49,0.9974,3.52,9.7,1
0.74,0.9945,3.21,9.9,0
0.74,0.9946,3.21,9.9,0
0.49,0.9974,3.52,9.7,1
0.49,0.9957,3.54,10.3,1
0.49,0.9931,3.16,10.3,0
0.49,0.9947,2.88,10.5,0
0.74,0.9953,3.63,10.5,1
0.49,0.9931,3.32,9.8,1
0.49,0.9946,3.31,10.6,0
0.74,0.9978,3.58,10.1,0
0.49,0.9989,3.22,9,0
0.49,1.0004,3.18,9.5,0
0.49,0.9938,2.94,11.5,1
0.49,0.9934,3.03,11.9,1
0.74,0.9978,3.58,10.1,0
0.74,0.9956,3.21,9.2,1
0.74,0.9982,3.02,8.7,0
0.49,0.9948,3.11,9.8,0
0.74,0.9956,3.21,9.2,1
0.74,0.9982,3.02,8.7,0
0.74,0.9926,3.35,11.2,1
0.74,0.991,3.08,12.3,1
0.49,0.9945,3.34,10.4,1
0.74,0.9916,3.13,10.7,1
0.49,0.9953,3.13,10.5,1
0.49,0.9938,2.95,9.4,1
0.49,0.9956,3.24,9.2,1
0.01,0.9906,3.15,11.9,0
0.49,0.9956,3.24,9.2,1
0.74,0.9932,3.27,9.9,1
0.49,0.9914,3.11,11.4,1
0.49,0.9938,2.95,9.4,1
0.49,0.996,3.08,10.7,1
0.24,0.9906,3.28,12.7,0
0.24,0.98815,3.32,13.5,1
0.01,0.9942,3.24,9.5,0
0.49,0.9903,3.37,12.9,1
0.49,0.9906,3.07,12.5,1
0.49,0.9935,3.34,9.5,1
0.49,1.0024,2.98,8.6,0
0.49,0.9968,3.09,10,1
0.49,0.9906,3.07,12.5,1
0.49,0.9941,3.12,10.1,1
0.49,0.9919,3.03,11.3,1
0.49,0.9928,3.26,10.6,1
0.49,0.9958,3.14,10.8,0
0.49,0.9932,3.4,10.7,1
0.49,0.9957,3.09,9,1
0.49,0.9937,3.22,9.2,1
0.49,0.9982,3.14,8.5,1
0.49,0.9928,3.41,11.3,1
0.49,0.9919,3.03,11.3,1
0.49,0.9956,3.13,9.4,0
0.49,0.9957,3.11,8.7,1
0.49,0.9954,3.36,9.4,1
0.49,0.993,3.09,10.5,1
0.49,0.9954,3.38,9.7,1
0.49,0.9987,3.31,10.2,1
0.49,0.9956,3.13,9.4,0
0.49,0.9928,3.19,11.5,1
0.24,0.9951,2.94,9.6,1
0.24,0.993,3.23,11.4,0
0.49,0.9928,3.19,11.5,1
0.49,0.9926,3.41,12.2,1
0.49,0.9938,3.2,11,1
0.49,1.0001,3.03,9.2,1
0.74,0.9933,3.26,10.2,1
0.49,0.9952,3.21,10,0
0.49,0.9934,3.13,9.7,1
0.49,0.9988,2.96,9.2,0
0.49,0.993,3.1,10.5,0
0.49,0.9952,3.21,10,0
0.49,0.9948,3.27,10.1,1
0.49,0.9998,3.42,9.1,1
0.49,0.9971,3.09,10.2,1
0.49,0.9998,3.42,9.1,1
0.49,0.9962,3.17,10.5,1
0.49,0.9948,3.27,10.1,1
0.49,0.99,3.05,12.1,1
0.49,0.9942,3.4,10.2,0
0.49,0.9965,3.65,9.4,0
0.49,0.9912,3.08,12.8,1
0.74,0.9978,3.12,9,1
0.49,0.9928,3.24,10.9,0
0.28,1.0103,3.15,8.8,1
0.49,0.9956,3.11,9,0
0.49,0.9936,3.09,10.2,0
0.49,0.9929,3.19,9.2,0
0.49,0.9966,3.26,11.3,1
0.49,0.9964,3.12,8.8,0
0.49,0.996,3.16,9.3,0
0.49,0.9959,3.17,9.4,1
0.49,0.9954,3.23,10.3,1
0.49,0.9914,2.92,10.8,1
0.28,1.0103,3.15,8.8,1
0.46,1.0004,3.27,9,0
0.37,0.9911,3.41,11.5,1
0.56,0.9938,3.25,10.8,0
0.34,0.9927,2.95,11.8,1
0.33,0.9922,3.12,10.5,1
0.38,0.9924,3.14,9.9,1
0.18,0.9963,3.2,9.8,1
0.3,0.9936,3.4,11.4,1
0.31,0.9951,3.2,9.3,0
0.31,0.9951,3.2,9.3,0
0.29,0.9955,3.3,10.3,1
0.32,0.9961,3.17,8.9,0
0.3,0.9936,3.4,11.4,1
0.37,0.992,3.11,11.1,1
0.2,0.9944,3.36,10.4,1
0.2,0.9944,3.33,10.1,0
0.34,1.0008,3.22,9,0
0.3,0.9962,3.74,11.9,1
0.28,0.9986,3.12,9,1
0.28,0.9986,3.12,9,1
0.33,1,3.06,9.1,1
0.28,0.9986,3.12,9,1
0.37,0.9982,3.46,10,0
0.33,1,3.06,9.1,1
0.26,0.9949,3.55,9.4,0
0.25,0.9915,3.27,11.4,1
0.3,0.9951,3.11,9.7,0
0.28,0.9986,3.12,9,1
0.3,0.9927,3.28,11.8,1
0.22,0.9955,3.25,10.2,0
0.32,0.9952,3.37,9.2,1
0.33,0.9928,3.25,11,1
0.36,0.9982,3.08,10,1
0.3,0.9914,3.32,12.2,1
0.3,0.9927,3.28,11.8,1
0.29,0.9918,3.38,11.6,1
0.3,0.9944,3.44,10.2,1
0.36,0.9969,3.14,10.3,0
0.19,0.9955,3.25,8.6,0
0.42,0.9954,3.16,9.6,0
0.42,0.9955,3.16,9.6,0
0.31,0.9921,3.41,11.3,1
0.22,0.9934,3.41,9.9,1
0.29,0.9998,3.45,9.6,0
0.26,0.9946,3.36,10.6,0
0.3,0.9984,3.44,9.8,0
0.24,0.9924,3.08,10.5,0
0.3,0.9939,3.24,10.8,0
0.37,0.995,3.22,10,1
0.27,0.9957,3.3,10.1,1
0.24,0.9953,3.07,9.4,0
0.34,0.9912,3.32,11.5,1
0.31,0.9939,3.26,10.8,1
0.32,0.9921,3.1,9.9,1
0.33,0.9954,3.16,9,0
0.27,0.9933,3.38,9.4,1
0.39,0.9941,3.46,10.8,1
0.48,0.995,3.5,10.9,1
1,0.9977,3.24,12,1
0.34,0.9912,3.32,11.5,1
0.3,0.9945,3.47,10.5,1
0.22,0.9952,3.29,9.3,1
0.32,0.9924,3.23,11.8,1
0.44,0.9986,3.48,10,1
0.24,0.9953,3.07,9.4,0
0.33,0.9939,3.2,11.4,1
0.3,0.9929,2.94,10.4,1
0.46,0.9988,3.36,9.5,1
0.04,0.9906,3.14,11.9,0
0.31,0.9914,2.99,11.1,1
0.3,0.9978,3.39,9.6,1
0.36,0.9928,3.29,12,1
0.23,0.9948,3.14,8.7,0
0.3,0.9978,3.39,9.6,1
0.38,0.9946,3.24,10,0
0.29,0.9908,2.91,11.4,0
0.47,0.9954,3.14,9.6,1
0.4,0.9906,3.18,12.9,1
0.23,0.99705,3.14,9.7,1
0.36,0.9982,3.23,9.3,1
0.58,0.9932,3.1,9.1,0
0.31,0.9977,3.16,8.6,0
0.29,0.994,3.14,9.9,0
0.36,0.9982,3.23,9.3,1
0.24,0.9929,3.28,10.9,0
0.27,0.9924,3.2,10.2,1
0.3,0.9966,3.11,9.7,1
0.28,0.9921,3.38,11.4,1
0.44,0.9967,3.24,9.5,1
0.25,0.9934,3.42,10.2,1
0.28,0.9914,3.31,11.1,1
0.23,0.99705,3.14,9.7,1
0.25,0.9961,3.22,9.3,0
0.23,0.9967,3.17,8.8,0
0.28,0.9926,2.8,10.6,0
0.2,0.99605,3.17,9.3,0
0.19,0.99435,3.31,10.2,1
0.28,0.9948,3.16,10.2,1
0.27,0.9916,3.46,11,1
0.3,0.997,3.4,9.6,1
0.25,0.9961,3.22,9.3,0
0.23,0.9967,3.17,8.8,0
0.26,0.9961,3.17,8.8,0
0.22,0.9955,3.28,8.9,0
0.07,0.9922,3.17,10,0
0.28,0.9918,3.16,12.2,1
0.26,0.9955,3.04,10.9,1
0.26,0.9941,3.34,9.5,1
0.26,0.9955,3.04,10.9,1
0.26,0.9955,3.04,10.9,1
0.28,0.9924,3.16,10.8,1
1,0.9973,3.24,12,1
0.35,0.999,3.56,9.8,0
0.26,0.9941,3.34,9.5,1
0.36,0.9922,3.42,11,1
0.36,0.9922,3.42,11,1
0.31,0.9953,3.24,9.8,0
0.37,0.9945,3.49,10.5,0
0.26,0.9945,3.05,11.4,1
0.4,0.9957,3.27,10.1,1
0.29,0.9932,3.33,11.6,1
0.26,0.9945,3.05,11.4,1
0.26,0.9913,3.07,11.8,1
0.3,0.9909,3.33,12.1,1
0.29,0.9939,3.16,12,0
0.24,0.991,3.08,12.1,1
0.3,0.9954,3.15,9.1,0
0.24,0.9943,3.36,9.3,0
0.36,0.993,3.2,10.4,1
0.31,1.0002,3.27,9.1,0
0.24,0.9946,3.32,9.4,0
0.41,0.9953,3.16,9.6,1
0.32,0.9918,3.19,12,0
0.27,0.9936,3.27,11.3,1
0.29,0.9984,3.06,8.7,1
0.21,0.9956,3.39,9.9,1
0.22,0.9966,3.08,9.3,1
0.23,0.9942,3.07,9.5,0
0.29,0.9984,3.06,8.7,1
0.21,0.9956,3.39,9.9,1
0.22,0.9966,3.08,9.3,1
0.39,0.9974,3.16,9.4,0
0.2,0.9944,3.15,9.4,0
0.43,1.0008,3.28,8.8,1
0.39,0.9974,3.16,9.4,0
0.43,1.0008,3.28,8.8,1
0.21,0.9928,3.18,9.9,1
0.2,0.9944,3.15,9.4,0
0.24,0.9908,3.29,12.6,1
0.38,0.9917,3.19,11.1,1
0.29,0.9911,3,12.8,1
0.35,0.9912,3.09,12,1
0.3,0.9953,3.36,12,1
0,0.9932,3.19,9.2,0
0.29,0.9896,3.38,12.3,1
0.28,0.9889,3.19,13,1
0.35,0.9912,3.09,12,1
0.31,0.9926,3.07,10.9,0
0.29,0.9911,3,12.8,1
0.24,0.9964,3.36,10,1
0.12,0.9974,3.22,9,0
0.4,0.9944,3.42,10.4,0
0.12,0.9974,3.22,9,0
0.24,0.9964,3.36,10,1
0.23,0.9963,3.36,10,1
0.24,0.9948,3.12,11.3,1
0.24,0.9948,3.12,11.3,1
0.24,0.9953,3.13,12,1
0.24,0.9948,3.12,11.3,1
0.24,0.9953,3.13,12,1
0.3,0.9949,3.6,10.6,1
0.42,0.9988,2.99,9.3,0
0.23,0.9954,3.04,9.4,1
0.29,0.992,3.27,11,1
0.36,0.9984,3.44,9.3,1
0.23,0.9954,3.04,9.4,1
0.33,0.9926,3.42,10.5,0
0.29,0.992,3.27,11,1
0.31,0.9976,3.07,9.5,1
0.45,0.9972,3.33,11.2,1
0.46,0.991,3.29,12.3,1
0.2,0.998,3.27,9,0
0.58,0.9966,3.07,9,0
0.2,0.998,3.27,9,0
0.57,1.0007,2.98,9,0
0.25,0.992,3.25,11.4,1
0.25,0.9925,3.2,11,1
0.46,0.991,3.29,12.3,1
0.31,0.9934,3.6,10.4,1
0.39,0.9955,3.28,10.3,0
0.35,0.9944,3.29,10.5,1
0.28,0.9981,3.14,9.8,1
0.42,0.9968,3.11,10,0
0.34,0.9946,3.14,9.7,0
0.34,0.9946,3.13,9.7,0
0.28,0.9981,3.14,9.8,1
0.19,0.9946,3.32,10.5,1
0.28,0.997,3.14,10,1
0.31,0.9924,3.24,11.5,1
0.3,0.9958,3.24,9.5,0
0.3,0.994,3.43,10.5,1
0.44,0.9958,3.12,10.2,1
0.25,0.9984,3.34,9.8,1
0.28,0.9948,3.1,11.6,1
0.27,0.9932,3.15,11.8,1
0.28,0.9952,3.04,10.1,1
0.21,0.9924,3.31,10.3,1
0.22,0.9945,3.34,10.4,1
0.2,0.9976,3.09,8.9,0
0.2,0.9976,3.09,8.9,0
0.31,0.9938,3.06,10.8,0
0.38,0.9997,3.38,9.2,0
0.3,0.994,3.18,9.6,1
0.36,0.9921,3.08,10.4,1
0.26,0.9986,3.03,8.7,1
0.61,0.9987,3.06,9.2,1
0.42,0.9991,3.18,9.2,0
0.61,0.9987,3.06,9.2,1
0.42,0.9991,3.18,9.2,0
0.42,0.9991,3.18,9.2,0
0.32,0.9948,3.4,10.2,0
0.61,0.9987,3.06,9.2,1
0.02,0.993,3.2,9,0
0.41,0.9988,3.37,9.7,0
0.4,1,3.34,9.6,0
0.4,0.9932,3.14,10,0
0.42,0.9991,3.18,9.2,0
0.41,0.9989,3.18,9.1,0
0.31,1,3.3,8.7,0
0.31,1,3.3,8.7,0
0.44,0.9952,3.14,9.5,0
0.33,0.9969,2.93,9.5,1
0.67,0.9966,2.9,8.9,1
0.67,0.9966,2.9,8.9,1
0.41,0.9976,3.29,9.9,1
0.31,0.99,3.29,12.6,1
0.27,0.9988,2.72,9.7,1
0.3,0.9942,2.96,10.4,0
0.35,0.9984,2.93,9.1,1
0.27,0.9932,3.01,10.4,0
0.33,0.9969,2.93,9.5,1
0.67,0.9966,2.9,8.9,1
0.35,0.9933,3.16,10.6,0
0.3,0.9916,3.12,12,1
0.36,0.9914,2.93,12.5,1
0.34,0.9966,3.21,9.6,0
0.36,0.9958,3.08,9.2,0
0.26,0.9926,3.04,9.9,1
0.27,0.9939,2.96,11.7,1
0.3,0.9953,3.09,9.6,1
0.3,0.9906,3,12,1
0.36,0.9914,2.93,12.5,1
0.36,0.9958,3.08,9.2,0
0.26,0.9926,3.04,9.9,1
0.29,0.9991,3.17,8.9,1
0.5,0.9994,3.24,9,1
0.33,0.9976,3.03,10.2,1
0.34,0.9966,3.21,9.6,0
0.19,0.9953,3.29,9.4,0
0.27,0.9923,2.97,10.4,0
0.36,0.993,3.15,10.4,0
0.58,0.9931,3.16,10,1
0.57,0.9932,3.16,10,1
0.28,0.9926,3.05,10.5,0
0.32,0.9938,3.23,11.4,1
0.33,0.9966,3.08,10.2,0
0.34,0.9974,3.04,10.4,1
0.22,0.9924,3.24,11,0
0.23,0.9948,2.89,10.1,1
0.65,0.9964,3,9.2,0
0.36,0.9924,3.23,10.3,1
0.33,0.9966,3.08,10.2,0
0.34,0.9974,3.04,10.4,1
0.27,0.9938,3.23,11.1,1
0.35,0.9928,3.33,9.9,0
0.32,0.9959,3.14,9,0
0.57,1.0001,2.93,8.6,0
0.32,0.9959,3.14,9,0
0.57,1.0001,2.93,8.6,0
0.44,0.9968,3.18,9.5,0
0.42,0.9932,3.02,9,0
0.3,0.9954,2.99,10,1
0.32,0.9992,3.6,9,1
0.42,0.9932,3.02,9,0
0.31,0.9939,3.34,10.2,1
0.44,0.9952,3.04,9.6,0
0.13,0.9996,2.96,9.7,0
0.46,0.9966,3.02,10.2,0
0.36,0.9925,3.01,13,1
0.38,0.996,3.37,10.8,1
0.13,0.9996,2.96,9.7,0
0.28,0.9973,2.89,9,0
0.33,0.9937,3.37,9.9,0
0.32,0.9966,3.29,9.2,1
0.55,1.0017,2.96,8.7,1
0.31,0.993,2.79,10.1,0
0.31,0.993,2.79,10.1,0
0.47,0.9959,2.9,9.5,0
0.48,0.9958,3.17,9.9,0
0.55,1.0017,2.96,8.7,1
0.42,0.9958,3.19,9,0
0.28,0.9979,3.03,8.6,1
0.3,0.9941,3.12,10.5,1
0.35,0.997,3.09,9.5,1
0.31,0.9934,3.43,10.1,1
0.3,0.9927,3.53,11.7,1
0.43,0.9944,3.23,10.7,1
0.3,0.9927,3.53,11.7,1
0.26,0.9963,3.15,9.2,0
0.26,1.0011,3.17,8.8,0
0.26,1.0011,3.17,8.8,0
0.35,0.9959,3.24,9.5,1
0.37,0.9973,3.57,10.2,0
0.27,0.9966,3.25,9.1,1
0.26,0.9932,3.19,10.5,1
0.5,0.9984,3.09,9,1
0.3,0.999,3.14,8.9,1
0.3,0.999,3.14,8.9,1
0.3,0.999,3.14,8.9,1
0.3,0.999,3.14,8.9,1
0.3,0.999,3.14,8.9,1
0.58,1.0006,3.2,9.1,1
0.41,0.9937,3.2,10.1,1
0.28,0.9954,3.12,10,0
0.32,0.997,3.11,9.5,1
0.3,0.9912,3.08,12.3,1
0.27,0.9939,3.24,9.1,0
0.3,0.999,3.14,8.9,1
0.28,0.9957,3.5,9.6,0
0.22,0.9926,3.13,11.6,1
0.33,0.9994,3.34,8.8,1
0.38,1.0004,3.34,8.9,1
0.33,0.9994,3.34,8.8,1
0.38,1.0004,3.34,8.9,1
0.38,1.0004,3.34,8.9,1
0.31,1.0002,3.13,9,1
0.09,0.9922,3.19,10,0
0.08,0.9922,3.18,10,0
0.35,0.9934,3.36,11.1,1
0.22,0.9926,3.13,11.6,1
0.31,0.9941,3.42,10.6,1
0.33,0.9994,3.34,8.8,1
0.38,1.0004,3.34,8.9,1
0.31,0.9924,3.34,10.1,1
0.39,0.9948,3.52,10,0
0.33,0.9935,3.18,12.2,1
0.56,0.9918,3.23,11,1
0.39,0.9948,3.52,10,0
0.46,0.9924,3.37,11.1,0
0.22,0.9979,3.22,10.4,1
0.3,0.993,2.94,11.8,0
0.39,0.994,3.11,10.8,1
0.33,0.991,3.3,12.5,1
0.3,0.993,2.94,11.8,0
0.34,0.9922,3.25,11.6,1
0.22,0.9979,3.22,10.4,1
0.34,0.9937,3.19,11.5,1
0.28,0.9928,3.23,10.1,1
0.39,0.9965,3.11,9.2,1
0.28,0.9928,3.23,10.1,1
0.4,0.9991,3.07,9.2,0
0.71,0.9948,3.08,8.9,0
0.4,0.9925,3.09,10.1,0
0.15,0.9958,3.13,8.9,0
0.34,0.9962,3.1,9.7,1
0.39,0.9965,3.11,9.2,1
0.41,0.9951,3.06,11,1
0.26,0.9944,3.14,10.7,0
0.2,0.9916,3.24,10.8,1
0.33,0.9987,3.41,9.8,0
0.36,0.9928,3.25,11,0
0.28,0.9926,2.97,10.4,0
0.32,0.9934,3.8,10.2,1
0.26,0.9944,3.14,10.7,0
0.27,0.9949,3.34,9,0
0.35,0.9926,3.08,10.6,0
0.45,0.997,3.22,9.5,1
0.27,0.9949,3.34,9,0
0.27,0.9948,3.34,9.2,1
0.34,0.992,2.97,11,1
0.04,0.9964,3.28,9.9,1
0.35,0.9926,3.08,10.6,0
0.43,0.9982,3.38,9.3,0
0.44,0.9955,3.14,9.6,0
0.44,0.9955,3.14,9.5,0
0.24,0.9958,3.39,9.7,1
0.38,0.9997,2.93,9.7,0
0.27,1.0001,3.3,8.7,0
0.27,1.0001,3.3,8.7,0
0.29,0.9918,3.01,12.4,0
0.29,0.9918,3.01,12.4,0
0.29,0.9931,3.07,10.6,1
0.27,1.0001,3.3,8.7,0
0.31,0.9926,3.36,12,1
0.37,0.9966,3.12,9,0
0.46,0.9932,3.13,8.8,0
0.44,0.9969,3.22,9.5,0
0.33,0.9925,3.32,10.8,1
0.25,0.9914,3.16,11.4,0
0.36,0.996,3.6,10.3,0
0.28,0.9952,3.3,9.5,1
0.28,0.9934,3.15,9.9,0
0.29,0.9939,3.16,10.2,0
0.29,0.9939,3.16,10.2,0
0.18,0.9906,3.44,11,1
0.25,0.9901,3.22,12.1,1
0.3,0.9948,3.26,9.1,1
0.26,0.995,3.26,9.5,1
0.27,0.9953,3.27,9.5,0
0.29,0.9953,3.31,9.8,0
0.28,0.9952,3.3,9.5,1
0.36,0.996,3.6,10.3,0
0.32,0.9948,3.3,9.6,0
0.39,0.9951,3.52,10.2,1
0.3,0.9931,3.68,10.5,1
0.32,0.9962,3.32,10.4,0
0.32,0.9948,3.3,9.6,0
0.14,0.9959,3.22,10.7,0
0.32,0.9962,3.15,10.5,1
0.32,0.9958,2.85,10.6,0
0.32,0.9948,3.29,9.6,1
0.32,0.9948,3.29,9.6,1
0.32,0.994,3.14,9.5,0
0.31,0.9942,3.12,9.4,1
0.3,0.9942,3.22,9.8,1
0.32,0.9948,3.29,9.6,1
0.19,0.9964,3.16,9.2,0
0.19,0.9958,3.17,9.5,0
0.03,0.9932,3.34,9.2,0
0.53,0.9986,2.94,9.4,0
0.53,0.9986,2.94,9.4,0
0.4,0.9988,3.4,9.3,0
0.34,0.9953,3.19,9.1,0
0.33,0.9983,3.36,9.5,0
0.36,1,3.42,9.1,1
0.3,0.9951,3.63,10.6,0
0.33,0.9983,3.36,9.5,0
0.35,0.9906,3.19,12.4,1
0.3,0.9981,3.18,8.7,0
0.15,0.9936,3.12,8.8,0
0.3,0.9951,3.63,10.6,0
0.34,0.9953,3.19,9.1,0
0.47,1.0005,3.02,9,0
0.33,0.9972,3.16,10.3,1
0.36,1,3.42,9.1,1
0.31,0.9969,3.12,9.5,1
0.25,1.0001,3.3,8.8,0
0.25,1.0001,3.3,8.8,0
0.25,1.0001,3.3,8.8,0
0.15,0.9934,3.38,9.9,0
0.31,0.9969,3.12,9.5,1
0.25,1.0001,3.3,8.8,0
0.27,0.9902,3.14,11.7,0
0.32,0.993,3.21,10.8,0
0.32,0.9914,3.43,12,1
0.36,0.9941,3.2,10.3,0
0.27,0.9967,3.05,9,0
0.28,0.9918,3.19,12.2,1
0.33,0.998,3.39,9.9,0
0.27,0.9967,3.05,9,0
0.28,0.9918,3.19,12.2,1
0.22,0.9957,3.2,10.1,0
0.28,0.9986,3.31,9.3,0
0.38,0.9958,3.1,9.5,0
0.05,0.9948,3.43,9.2,1
0.39,0.9918,3.27,11.7,0
0.24,0.9923,3.35,11,0
0.32,0.9998,3.37,9.6,1
0.32,0.9998,3.37,9.6,1
0.27,0.9914,2.99,11.9,1
0.32,0.9939,3.25,10.8,1
0.26,0.9966,3.38,10.1,0
0.36,0.995,3.25,10.9,1
0.26,0.9966,3.38,10.1,0
0.32,0.994,3.27,10.4,0
0.64,0.9972,3.05,9.2,0
0.35,0.9998,3.27,9.6,0
0.35,0.9998,3.27,9.6,0
0.52,0.9982,3.1,9,0
0.32,0.9924,3.4,11.5,1
0.32,0.9972,3.17,10.2,1
0.31,0.997,3.4,9.9,1
0.3,0.9954,3.44,9.6,1
0.2,0.9962,3.1,10.6,0
0.64,0.9972,3.05,9.2,0
0.34,0.9921,3.24,11.8,1
0.34,0.9905,3.18,12.2,1
0.35,0.9998,3.27,9.6,0
0.33,0.993,3.2,10.6,1
0.39,0.9941,3.27,10.3,1
0.45,0.9994,3.12,10.2,0
0.33,0.9962,3.11,10.7,0
0.32,0.992,3.05,11.7,0
0.27,0.9922,3.01,12,1
0.27,0.994,3.52,10.6,1
0.37,0.9897,3.3,12.2,0
0.38,0.9954,3.47,11,1
0.28,0.99,3.23,12.4,1
0.23,0.9948,2.77,9.4,1
0.27,0.9922,3.01,12,1
0.28,0.998,2.96,11.6,0
0.31,0.9944,3.18,9.4,0
0.31,0.9944,3.18,9.4,0
0.3,0.9986,3.14,9.1,1
0.3,0.9986,3.14,9.1,1
0.3,0.9986,3.14,9.1,1
0.3,0.9986,3.14,9.1,1
0.3,0.9986,3.14,9.1,1
0.13,0.996,3.23,9.2,0
0.58,0.9999,3.15,9.2,0
0.3,0.9986,3.14,9.1,1
0.3,0.9986,3.14,9.1,1
0.13,0.996,3.23,9.2,0
0.24,0.9951,3.25,9,1
0.58,0.9999,3.15,9.2,0
0.31,0.993,3.22,10.8,1
0.43,0.9982,3.4,9.5,1
0.25,0.992,3.11,11,1
0.27,0.9963,3.24,10,0
0.24,0.995,3.22,9.5,0
0.24,0.9956,3.29,10.1,1
0.31,0.997,3.19,9.5,1
0.81,0.9936,3.08,9.5,0
0.18,0.9935,3.11,9.5,0
0.32,0.9963,3.35,9.4,1
0.32,0.9967,2.92,9.4,1
0.42,0.9912,3.31,12.7,1
0.35,0.9981,3.09,9.7,0
0.41,0.9966,3.27,9.7,1
0.32,0.9967,2.92,9.4,1
0.32,0.9963,3.35,9.4,1
0.18,0.9935,3.11,9.5,0
0.26,0.9902,3.1,11.7,1
0.29,0.99,3.09,11.7,1
0.19,0.996,3.16,9.7,0
0.42,0.9966,3.24,9.5,1
0.23,0.9962,3.25,9.1,0
0.27,0.994,3.23,10.3,1
0.19,0.996,3.16,9.7,0
0.38,0.994,3.21,9.9,0
0.33,0.9944,3.22,9.9,0
0.34,0.9974,3.26,10.2,0
0.33,0.996,3,12.1,1
0.24,0.9922,3.15,11.3,1
0.3,0.9917,3.19,11.4,0
0.35,0.9918,3.17,12.2,1
0.26,0.9936,3.18,9.9,1
0.33,0.9938,3.63,10.3,1
0.35,0.9918,3.17,12.2,1
0.29,0.9939,3.52,10.4,1
0.3,0.9917,3.19,11.4,0
0.34,0.9981,3.13,9.9,1
0.37,0.9941,3.32,10,0
0.38,0.9928,3.21,11.5,1
0.29,0.9952,3.44,10.5,1
0.36,0.9898,3.28,12.5,1
0.32,0.9914,2.98,10.5,1
0.34,0.9981,3.13,9.9,1
0.28,0.9957,3.06,11.4,1
0.33,0.998,3.42,9.8,1
0.28,0.9957,3.06,11.4,1
0.26,0.9986,3.03,9.2,0
0.58,0.9983,3.08,8.9,0
0.61,0.9982,3.07,8.9,0
0.36,0.997,2.92,9.5,1
0.35,0.9947,3.21,11.5,1
0.36,0.997,2.92,9.5,1
0.35,0.9947,3.21,11.5,1
0.31,0.99416,2.96,9.5,1
0.35,0.99516,3.35,9.7,0
0.38,0.99496,3.17,9.7,0
0.42,0.9974,3.32,9.5,1
0.19,0.99579,3.16,9.4,0
0.2,0.9983,3.13,9,0
0.29,0.99471,3.6,10.6,1
0.42,0.9974,3.32,9.5,1
0.18,0.99644,3.16,9.1,0
0.19,0.99579,3.16,9.4,0
0.45,0.99699,3.05,8.8,0
0.42,0.99758,3.54,10.4,0
0.14,0.9977,3.13,8.9,0
0.24,0.99397,3.16,10.6,1
0.2,0.9983,3.13,9,0
0.29,0.99471,3.6,10.6,1
0.29,0.99243,3.28,10.6,1
0.18,0.9962,3.23,9,0
0.54,1.00182,3.08,8.8,1
0.29,0.99384,3.54,10.5,1
0.2,0.99582,3.16,9.5,0
0.18,0.9962,3.23,9,0
0.19,0.9924,3.14,10.4,1
0.21,0.99466,3.38,10,1
0.35,0.99212,2.97,10.4,0
0.54,0.99449,3.11,9,1
0.28,0.99748,3.24,9.3,0
0.54,0.99449,3.11,9,1
0.28,0.99748,3.24,9.3,0
